case,gender,deg,yrdeg,field,startyr,year,rank,salary
4812,M,PhD,64,Arts,67,78,Assoc,2216.000
4813,M,PhD,64,Arts,67,79,Assoc,2454.000
4814,M,PhD,64,Arts,67,80,Assoc,2597.000
4815,M,PhD,64,Arts,67,81,Assoc,2838.000
4816,M,PhD,64,Arts,67,82,Assoc,3048.000
4817,M,PhD,64,Arts,67,83,Assoc,3216.000
4818,M,PhD,64,Arts,67,84,Assoc,3386.000
4819,M,PhD,64,Arts,67,85,Assoc,3386.000
4820,M,PhD,64,Arts,67,86,Full,3640.000
4821,M,PhD,64,Arts,67,87,Full,3822.000
4822,M,PhD,64,Arts,67,88,Full,3877.000
4823,M,PhD,64,Arts,67,89,Full,4247.761
4824,M,PhD,64,Arts,67,90,Full,4468.000
4825,M,PhD,64,Arts,67,91,Full,4610.000
4826,M,PhD,64,Arts,67,92,Full,4743.000
4827,M,PhD,64,Arts,67,93,Full,4812.000
4828,M,PhD,64,Arts,67,94,Full,4812.000
4829,M,PhD,64,Arts,67,95,Full,5631.000
4830,M,PhD,63,Other,63,76,Full,2303.000
4831,M,PhD,63,Other,63,77,Full,2628.000
4832,M,PhD,63,Other,63,78,Full,3021.000
4833,M,PhD,63,Other,63,79,Full,3556.000
4834,M,PhD,63,Other,63,80,Full,3782.090
4835,M,PhD,63,Other,63,81,Full,4235.000
4836,M,PhD,63,Other,63,82,Full,4485.000
4837,M,PhD,63,Other,63,83,Full,4732.000
4838,M,PhD,63,Other,63,84,Full,5125.000
4839,M,PhD,63,Other,63,85,Full,5125.000
4840,M,PhD,63,Other,63,86,Full,6177.000
4841,M,PhD,63,Other,63,87,Full,6486.000
4842,M,PhD,63,Other,63,88,Full,6771.000
4843,M,PhD,63,Other,63,89,Full,7244.000
4844,M,PhD,63,Other,63,90,Full,7583.000
4845,M,PhD,63,Other,63,91,Full,8049.000
4846,M,PhD,63,Other,63,92,Full,8402.000
4847,M,PhD,63,Other,63,93,Full,8646.000
4848,M,PhD,63,Other,63,94,Full,8646.000
4849,M,PhD,63,Other,63,95,Full,9025.000
4850,F,PhD,72,Other,91,91,Full,8896.000
4851,F,PhD,72,Other,91,92,Full,8896.000
4852,F,PhD,72,Other,91,93,Full,9025.000
4853,F,PhD,72,Other,91,94,Full,9025.000
4854,F,PhD,72,Other,91,95,Full,9556.000
4855,F,PhD,80,Prof,83,83,Assist,3406.000
4856,F,PhD,80,Prof,83,84,Assist,3586.000
4857,F,PhD,80,Prof,83,85,Assist,3586.000
4858,F,PhD,80,Prof,83,86,Assist,3909.000
4859,F,PhD,80,Prof,83,87,Assist,4105.000
4860,F,PhD,80,Prof,83,88,Assoc,4473.000
4861,F,PhD,80,Prof,83,89,Assoc,4786.000
4862,F,PhD,80,Prof,83,90,Assoc,5458.000
4863,F,PhD,80,Prof,83,91,Assoc,5712.000
4864,F,PhD,80,Prof,83,92,Assoc,5962.000
4865,F,PhD,80,Prof,83,93,Assoc,6135.000
4866,F,PhD,80,Prof,83,94,Full,7078.000
4867,F,PhD,80,Prof,83,95,Full,7712.000
4868,M,PhD,61,Other,64,76,Full,2517.000
4869,M,PhD,61,Other,64,77,Full,2800.000
4870,M,PhD,61,Other,64,78,Full,2932.000
4871,M,PhD,61,Other,64,79,Full,3219.000
4872,M,PhD,61,Other,64,80,Full,3705.000
4873,M,PhD,61,Other,64,81,Full,4174.000
4874,M,PhD,61,Other,64,82,Full,4296.000
4875,M,PhD,61,Other,64,83,Full,4798.000
4876,M,PhD,61,Other,64,84,Full,5427.000
4877,M,PhD,61,Other,64,85,Full,5427.000
4878,M,PhD,61,Other,64,86,Full,7024.000
4879,M,PhD,61,Other,64,87,Full,6580.000
4880,M,PhD,61,Other,64,88,Full,8271.000
4881,M,PhD,61,Other,64,89,Full,9024.000
4882,M,PhD,61,Other,64,90,Full,9582.000
4883,M,PhD,61,Other,64,91,Full,9420.000
4884,M,PhD,61,Other,64,92,Full,9693.000
4885,M,PhD,61,Other,64,93,Full,9974.000
4886,M,PhD,61,Other,64,94,Full,9974.000
4887,M,PhD,61,Other,64,95,Full,10411.000
4888,M,PhD,87,Other,88,88,Assist,3361.000
4889,M,PhD,87,Other,88,89,Assist,3396.000
4890,M,PhD,87,Other,88,90,Assist,3555.000
4891,M,PhD,87,Other,88,91,Assist,3828.000
4892,M,PhD,87,Other,88,92,Assist,3996.000
4893,M,PhD,87,Other,88,93,Assist,4171.000
4894,M,PhD,87,Other,88,94,Assoc,4292.000
4895,M,PhD,87,Other,88,95,Assoc,4610.000
4896,F,PhD,84,Other,86,86,Assist,3341.000
4897,F,PhD,84,Other,86,87,Assist,3508.000
4898,F,PhD,84,Other,86,88,Assist,3610.000
4899,F,PhD,84,Other,86,89,Assoc,4718.000
4900,F,PhD,84,Other,86,90,Assoc,4800.000
4901,F,PhD,84,Other,86,91,Assoc,4951.000
4902,F,PhD,84,Other,86,92,Assoc,5168.000
4903,F,PhD,84,Other,86,93,Assoc,5472.000
4904,F,PhD,84,Other,86,94,Assoc,5472.000
4905,F,PhD,84,Other,86,95,Assoc,7180.000
4906,M,PhD,60,Other,60,76,Full,3019.000
4907,M,PhD,60,Other,60,77,Full,3434.000
4908,M,PhD,60,Other,60,78,Full,3818.000
4909,M,PhD,60,Other,60,79,Full,4247.761
4910,M,PhD,60,Other,60,80,Full,4550.000
4911,M,PhD,60,Other,60,81,Full,5028.000
4912,M,PhD,60,Other,60,82,Full,5248.000
4913,M,PhD,60,Other,60,83,Full,5537.000
4914,M,PhD,60,Other,60,84,Full,5828.000
4915,M,PhD,60,Other,60,85,Full,5828.000
4916,M,PhD,60,Other,60,86,Full,6356.000
4917,M,PhD,60,Other,60,87,Full,6675.000
4918,M,PhD,60,Other,60,88,Full,6675.000
4919,M,PhD,60,Other,60,89,Full,7244.000
4920,M,PhD,60,Other,60,90,Full,7583.000
4921,M,PhD,60,Other,60,91,Full,8049.000
4922,M,PhD,60,Other,60,92,Full,8165.000
4923,M,PhD,60,Other,60,93,Full,8283.000
4924,M,PhD,60,Other,60,94,Full,8283.000
4925,M,PhD,60,Other,60,95,Full,8523.000
4926,M,PhD,81,Prof,92,92,Assoc,6048.000
4927,M,PhD,81,Prof,92,93,Assoc,6313.000
4928,M,PhD,81,Prof,92,94,Assoc,6313.000
4929,M,PhD,81,Prof,92,95,Assoc,6684.000
4930,M,PhD,78,Other,79,79,Assist,2334.000
4931,M,PhD,78,Other,79,80,Assist,2546.000
4932,M,PhD,78,Other,79,81,Assist,2920.000
4933,M,PhD,78,Other,79,82,Assist,3417.000
4934,M,PhD,78,Other,79,83,Assoc,4160.000
4935,M,PhD,78,Other,79,84,Assoc,4771.000
4936,M,PhD,78,Other,79,85,Assoc,4771.000
4937,M,PhD,78,Other,79,86,Assoc,6002.000
4938,M,PhD,78,Other,79,87,Assoc,6304.000
4939,M,PhD,78,Other,79,88,Assoc,7169.000
4940,M,PhD,78,Other,79,89,Assoc,7428.000
4941,M,PhD,78,Other,79,90,Assoc,7915.000
4942,M,PhD,78,Other,79,91,Assoc,8770.000
4943,M,PhD,78,Other,79,92,Assoc,9154.000
4944,M,PhD,78,Other,79,93,Assoc,9420.000
4945,M,PhD,78,Other,79,94,Assoc,9420.000
4946,M,PhD,78,Other,79,95,Assoc,9723.000
4947,M,PhD,77,Other,82,82,Assist,2532.000
4948,M,PhD,77,Other,82,83,Assist,2554.000
4949,M,PhD,77,Other,82,84,Assist,2768.000
4950,M,PhD,77,Other,82,85,Assist,2768.000
4951,M,PhD,77,Other,82,86,Assoc,3636.000
4952,M,PhD,77,Other,82,87,Assoc,3818.000
4953,M,PhD,77,Other,82,88,Assoc,4285.000
4954,M,PhD,77,Other,82,89,Full,4718.000
4955,M,PhD,77,Other,82,90,Full,4939.000
4956,M,PhD,77,Other,82,91,Full,5318.000
4957,M,PhD,77,Other,82,92,Full,5551.000
4958,M,PhD,77,Other,82,93,Full,5712.000
4959,M,PhD,77,Other,82,94,Full,5712.000
4960,M,PhD,77,Other,82,95,Full,6048.000
4961,M,PhD,83,Other,82,82,Assist,2014.000
4962,M,PhD,83,Other,82,83,Assist,2186.000
4963,M,PhD,83,Other,82,84,Assist,2507.000
4964,M,PhD,83,Other,82,85,Assist,2507.000
4965,M,PhD,83,Other,82,86,Assist,2937.000
4966,M,PhD,83,Other,82,87,Assist,3085.000
4967,M,PhD,83,Other,82,88,Assoc,3559.000
4968,M,PhD,83,Other,82,89,Assoc,3918.000
4969,M,PhD,83,Other,82,90,Assoc,4160.000
4970,M,PhD,83,Other,82,91,Assoc,5044.000
4971,M,PhD,83,Other,82,92,Assoc,4881.000
4972,M,PhD,83,Other,82,93,Full,7283.000
4973,M,PhD,83,Other,82,94,Full,7283.000
4974,M,PhD,83,Other,82,95,Full,7494.000
4975,M,PhD,72,Other,72,76,Assist,1713.000
4976,M,PhD,72,Other,72,77,Assoc,1980.000
4977,M,PhD,72,Other,72,78,Assoc,2176.000
4978,M,PhD,72,Other,72,79,Assoc,2411.000
4979,M,PhD,72,Other,72,80,Assoc,2867.000
4980,M,PhD,72,Other,72,81,Assoc,2943.000
4981,M,PhD,72,Other,72,83,Full,4096.000
4982,M,PhD,72,Other,72,84,Full,4312.000
4983,M,PhD,72,Other,72,85,Full,4312.000
4984,M,PhD,72,Other,72,86,Full,4702.000
4985,M,PhD,72,Other,72,87,Full,6573.000
4986,M,PhD,72,Other,72,88,Full,7102.000
4987,M,PhD,72,Other,72,89,Full,8005.000
4988,M,PhD,72,Other,72,90,Full,8644.000
4989,M,PhD,72,Other,72,91,Full,9163.000
4990,M,PhD,72,Other,72,92,Full,9447.000
4991,M,PhD,72,Other,72,93,Full,9767.000
4992,M,PhD,72,Other,72,94,Full,9767.000
4993,M,PhD,72,Other,72,95,Full,9767.000
4994,F,PhD,90,Other,90,90,Assist,3168.000
4995,F,PhD,90,Other,90,91,Assist,3220.929
4996,F,PhD,90,Other,90,92,Assist,3314.000
4997,F,PhD,90,Other,90,93,Assist,3410.224
4998,F,PhD,90,Other,90,94,Assist,3410.000
4999,F,PhD,90,Other,90,95,Assist,4165.000
5000,F,PhD,91,Other,91,91,Assist,8000.000
5001,F,PhD,91,Other,91,92,Assist,8000.000
5002,F,PhD,91,Other,91,93,Assist,8402.000
5003,F,PhD,91,Other,91,94,Assist,8402.000
5004,F,PhD,91,Other,91,95,Assist,8676.000
5005,M,PhD,66,Other,79,79,Full,3167.000
5006,M,PhD,66,Other,79,80,Full,3496.000
5007,M,PhD,66,Other,79,81,Full,3943.000
5008,M,PhD,66,Other,79,82,Full,4057.000
5009,M,PhD,66,Other,79,83,Full,4280.000
5010,M,PhD,66,Other,79,84,Full,4482.090
5011,M,PhD,66,Other,79,85,Full,4505.000
5012,M,PhD,66,Other,79,86,Full,4914.000
5013,M,PhD,66,Other,79,87,Full,5160.000
5014,M,PhD,66,Other,79,88,Full,5786.000
5015,M,PhD,66,Other,79,89,Full,6190.000
5016,M,PhD,66,Other,79,90,Full,6573.000
5017,M,PhD,66,Other,79,91,Full,7078.000
5018,M,PhD,66,Other,79,92,Full,7283.000
5019,M,PhD,66,Other,79,93,Full,7494.000
5020,M,PhD,66,Other,79,94,Full,7494.000
5021,M,PhD,66,Other,79,95,Full,7712.000
5022,M,PhD,69,Other,72,76,Assoc,1432.000
5023,M,PhD,69,Other,72,77,Assoc,1608.000
5024,M,PhD,69,Other,72,79,Assoc,2095.000
5025,M,PhD,69,Other,72,80,Assoc,2298.000
5026,M,PhD,69,Other,72,81,Assoc,2625.373
5027,M,PhD,69,Other,72,82,Full,2917.000
5028,M,PhD,69,Other,72,83,Full,3167.000
5029,M,PhD,69,Other,72,84,Full,3530.000
5030,M,PhD,69,Other,72,85,Full,3530.000
5031,M,PhD,69,Other,72,86,Full,4194.000
5032,M,PhD,69,Other,72,87,Full,4405.000
5033,M,PhD,69,Other,72,88,Full,4598.000
5034,M,PhD,69,Other,72,89,Full,4919.000
5035,M,PhD,69,Other,72,90,Full,5149.000
5036,M,PhD,69,Other,72,91,Full,5465.000
5037,M,PhD,69,Other,72,92,Full,5705.000
5038,M,PhD,69,Other,72,93,Full,5870.000
5039,M,PhD,69,Other,72,94,Full,5870.000
5040,M,PhD,69,Other,72,95,Full,6127.000
5041,M,PhD,67,Other,66,76,Assoc,1750.000
5042,M,PhD,67,Other,66,77,Assoc,1922.000
5043,M,PhD,67,Other,66,78,Assoc,2031.000
5044,M,PhD,67,Other,66,79,Assoc,2210.000
5045,M,PhD,67,Other,66,81,Assoc,2602.000
5046,M,PhD,67,Other,66,82,Full,2876.000
5047,M,PhD,67,Other,66,83,Full,3034.000
5048,M,PhD,67,Other,66,84,Full,3194.000
5049,M,PhD,67,Other,66,85,Full,3194.000
5050,M,PhD,67,Other,66,86,Full,3289.000
5051,M,PhD,67,Other,66,87,Full,3455.000
5052,M,PhD,67,Other,66,88,Full,3606.000
5053,M,PhD,67,Other,66,89,Full,4143.000
5054,M,PhD,67,Other,66,90,Full,4276.000
5055,M,PhD,67,Other,66,91,Full,4411.000
5056,M,PhD,67,Other,66,92,Full,4538.000
5057,M,PhD,67,Other,66,93,Full,4604.000
5058,M,PhD,67,Other,66,94,Full,4604.000
5059,M,PhD,67,Other,66,95,Full,5016.000
5060,F,PhD,83,Other,86,86,Assist,2471.000
5061,F,PhD,83,Other,86,87,Assist,2596.000
5062,F,PhD,83,Other,86,88,Assist,2710.000
5063,F,PhD,83,Other,86,89,Assist,2940.000
5064,F,PhD,83,Other,86,90,Assist,3122.000
5065,F,PhD,83,Other,86,91,Assist,3509.000
5066,F,PhD,83,Other,86,92,Assoc,4286.000
5067,F,PhD,83,Other,86,93,Assoc,4411.000
5068,F,PhD,83,Other,86,94,Assoc,4411.000
5069,F,PhD,83,Other,86,95,Assoc,5242.000
5070,F,PhD,74,Other,74,76,Assist,1563.000
5071,F,PhD,74,Other,74,77,Assist,1791.000
5072,F,PhD,74,Other,74,78,Assist,1904.000
5073,F,PhD,74,Other,74,79,Assist,2161.000
5074,F,PhD,74,Other,74,80,Assoc,2464.000
5075,F,PhD,74,Other,74,81,Assoc,2719.000
5076,F,PhD,74,Other,74,82,Assoc,2866.667
5077,F,PhD,74,Other,74,83,Assoc,3219.000
5078,F,PhD,74,Other,74,84,Assoc,3197.000
5079,F,PhD,74,Other,74,85,Assoc,3197.000
5080,F,PhD,74,Other,74,86,Assoc,3293.000
5081,F,PhD,74,Other,74,87,Assoc,3458.000
5082,F,PhD,74,Other,74,88,Assoc,3458.000
5083,F,PhD,74,Other,74,89,Assoc,3700.000
5084,F,PhD,74,Other,74,90,Assoc,3873.000
5085,F,PhD,74,Other,74,91,Assoc,4053.000
5086,F,PhD,74,Other,74,92,Assoc,4171.000
5087,F,PhD,74,Other,74,93,Assoc,4416.000
5088,F,PhD,74,Other,74,94,Assoc,4416.000
5089,F,PhD,74,Other,74,95,Assoc,4676.000
5090,M,PhD,80,Other,91,91,Assoc,4544.000
5091,M,PhD,80,Other,91,92,Assoc,4676.000
5092,M,PhD,80,Other,91,93,Assoc,5095.000
5093,M,PhD,80,Other,91,94,Assoc,5095.000
5094,M,PhD,80,Other,91,95,Assoc,5242.000
5095,F,PhD,71,Other,79,79,Assist,1958.000
5096,F,PhD,71,Other,79,80,Assist,2086.000
5097,F,PhD,71,Other,79,81,Assist,2353.000
5098,F,PhD,71,Other,79,82,Assist,2422.000
5099,F,PhD,71,Other,79,83,Assoc,2706.000
5100,F,PhD,71,Other,79,84,Assoc,2848.000
5101,F,PhD,71,Other,79,85,Assoc,2848.000
5102,F,PhD,71,Other,79,86,Assoc,3196.000
5103,F,PhD,71,Other,79,87,Assoc,3357.000
5104,F,PhD,71,Other,79,88,Assoc,3455.000
5105,F,PhD,71,Other,79,89,Assoc,3696.000
5106,F,PhD,71,Other,79,90,Assoc,3868.000
5107,F,PhD,71,Other,79,91,Assoc,4048.000
5108,F,PhD,71,Other,79,92,Assoc,4165.000
5109,F,PhD,71,Other,79,93,Assoc,4225.000
5110,F,PhD,71,Other,79,94,Assoc,4225.000
5111,F,PhD,71,Other,79,95,Assoc,4286.000
5112,M,PhD,82,Other,82,82,Assist,2255.000
5113,M,PhD,82,Other,82,83,Assist,2414.000
5114,M,PhD,82,Other,82,84,Assist,2651.000
5115,M,PhD,82,Other,82,85,Assist,2651.000
5116,M,PhD,82,Other,82,86,Assist,3063.333
5117,M,PhD,82,Other,82,87,Assist,4043.000
5118,M,PhD,82,Other,82,88,Assist,4160.000
5119,M,PhD,82,Other,82,89,Assist,4580.000
5120,M,PhD,82,Other,82,90,Assoc,5940.000
5121,M,PhD,82,Other,82,91,Assoc,6305.000
5122,M,PhD,82,Other,82,92,Assoc,7180.000
5123,M,PhD,82,Other,82,93,Assoc,7494.000
5124,M,PhD,82,Other,82,94,Assoc,7494.000
5125,M,PhD,82,Other,82,95,Full,8049.000
5126,F,PhD,85,Arts,85,85,Assist,2445.000
5127,F,PhD,85,Arts,85,86,Assist,2546.000
5128,F,PhD,85,Arts,85,87,Assist,2674.000
5129,F,PhD,85,Arts,85,88,Assist,2791.000
5130,F,PhD,85,Arts,85,89,Assist,3029.000
5131,F,PhD,85,Arts,85,90,Assist,3216.000
5132,F,PhD,85,Arts,85,91,Assoc,3828.000
5133,F,PhD,85,Arts,85,92,Assoc,4053.000
5134,F,PhD,85,Arts,85,93,Assoc,4231.000
5135,F,PhD,85,Arts,85,94,Assoc,4231.000
5136,F,PhD,85,Arts,85,95,Assoc,4480.000
5137,M,PhD,67,Other,72,76,Assoc,2053.000
5138,M,PhD,67,Other,72,77,Assoc,2256.000
5139,M,PhD,67,Other,72,78,Assoc,2378.000
5140,M,PhD,67,Other,72,79,Assoc,2627.000
5141,M,PhD,67,Other,72,80,Assoc,2824.000
5142,M,PhD,67,Other,72,81,Assoc,3092.000
5143,M,PhD,67,Other,72,82,Full,3275.000
5144,M,PhD,67,Other,72,83,Full,3455.000
5145,M,PhD,67,Other,72,84,Full,3742.000
5146,M,PhD,67,Other,72,85,Full,3742.000
5147,M,PhD,67,Other,72,86,Full,4321.000
5148,M,PhD,67,Other,72,87,Full,4538.000
5149,M,PhD,67,Other,72,88,Full,4669.000
5150,M,PhD,67,Other,72,89,Full,4996.000
5151,M,PhD,67,Other,72,90,Full,5229.000
5152,M,PhD,67,Other,72,91,Full,5551.000
5153,M,PhD,67,Other,72,92,Full,5712.000
5154,M,PhD,67,Other,72,93,Full,5878.000
5155,M,PhD,67,Other,72,94,Full,5878.000
5156,M,PhD,67,Other,72,95,Full,6048.000
5157,M,PhD,87,Prof,92,92,Assist,5631.000
5158,M,PhD,87,Prof,92,93,Assoc,5962.000
5159,M,PhD,87,Prof,92,94,Assoc,5962.000
5160,M,PhD,87,Prof,92,95,Assoc,6223.000
5161,M,PhD,72,Other,87,87,Full,6925.000
5162,M,PhD,72,Other,87,88,Full,6925.000
5163,M,PhD,72,Other,87,89,Full,7455.000
5164,M,PhD,72,Other,87,90,Full,7915.000
5165,M,PhD,72,Other,87,91,Full,8283.000
5166,M,PhD,72,Other,87,92,Full,9556.000
5167,M,PhD,72,Other,87,93,Full,9693.000
5168,M,PhD,72,Other,87,94,Full,9693.000
5169,M,PhD,72,Other,87,95,Full,10561.000
5170,M,PhD,75,Prof,95,95,Full,10713.000
5171,F,PhD,81,Other,83,83,Assist,2379.000
5172,F,PhD,81,Other,83,84,Assist,2651.000
5173,F,PhD,81,Other,83,85,Assist,2651.000
5174,F,PhD,81,Other,83,86,Assist,2933.000
5175,F,PhD,81,Other,83,87,Assist,3082.000
5176,F,PhD,81,Other,83,88,Assist,3217.000
5177,F,PhD,81,Other,83,89,Assoc,3696.000
5178,F,PhD,81,Other,83,90,Assoc,4038.000
5179,F,PhD,81,Other,83,91,Assoc,4286.000
5180,F,PhD,81,Other,83,92,Assoc,4474.000
5181,F,PhD,81,Other,83,93,Assoc,4538.000
5182,F,PhD,81,Other,83,94,Assoc,4538.000
5183,F,PhD,81,Other,83,95,Assoc,4670.000
5184,M,PhD,70,Other,66,76,Assoc,2182.000
5185,M,PhD,70,Other,66,77,Assoc,2414.000
5186,M,PhD,70,Other,66,78,Assoc,2535.000
5187,M,PhD,70,Other,66,79,Assoc,2839.000
5188,M,PhD,70,Other,66,80,Assoc,3017.000
5189,M,PhD,70,Other,66,81,Assoc,3322.000
5190,M,PhD,70,Other,66,82,Full,3322.000
5191,M,PhD,70,Other,66,83,Full,3928.000
5192,M,PhD,70,Other,66,84,Full,4378.000
5193,M,PhD,70,Other,66,85,Full,4378.000
5194,M,PhD,70,Other,66,86,Full,5669.000
5195,M,PhD,70,Other,66,87,Full,5953.000
5196,M,PhD,70,Other,66,88,Full,5953.000
5197,M,PhD,70,Other,66,89,Full,6370.000
5198,M,PhD,70,Other,66,90,Full,6764.000
5199,M,PhD,70,Other,66,91,Full,7388.000
5200,M,PhD,70,Other,66,92,Full,7823.000
5201,M,PhD,70,Other,66,93,Full,8402.000
5202,M,PhD,70,Other,66,94,Full,8402.000
5203,M,PhD,70,Other,66,95,Full,8586.000
5204,M,PhD,91,Prof,94,94,Assist,6048.000
5205,M,PhD,91,Prof,94,95,Assist,6135.000
5206,M,PhD,71,Prof,79,79,Assoc,2805.000
5207,M,PhD,71,Prof,79,80,Assoc,3011.000
5208,M,PhD,71,Prof,79,81,Assoc,3467.000
5209,M,PhD,71,Prof,79,82,Assoc,3777.000
5210,M,PhD,71,Prof,79,83,Full,4220.000
5211,M,PhD,71,Prof,79,84,Full,4841.000
5212,M,PhD,71,Prof,79,85,Full,4841.000
5213,M,PhD,71,Prof,79,86,Full,6177.000
5214,M,PhD,71,Prof,79,87,Full,6486.000
5215,M,PhD,71,Prof,79,88,Full,6580.000
5216,M,PhD,71,Prof,79,89,Full,7244.000
5217,M,PhD,71,Prof,79,90,Full,8029.000
5218,M,PhD,71,Prof,79,91,Full,8523.000
5219,M,PhD,71,Prof,79,92,Full,8896.000
5220,M,PhD,71,Prof,79,93,Full,9154.000
5221,M,PhD,71,Prof,79,94,Full,9154.000
5222,M,PhD,71,Prof,79,95,Full,9556.000
5223,F,PhD,85,Other,90,90,Assist,4101.000
5224,F,PhD,85,Other,90,91,Assist,4171.000
5225,F,PhD,85,Other,90,92,Assist,4171.000
5226,F,PhD,85,Other,90,93,Assist,4292.000
5227,F,PhD,85,Other,90,94,Assist,4292.000
5228,F,PhD,85,Other,90,95,Assist,5095.000
5229,M,PhD,80,Other,84,84,Assoc,5082.000
5230,M,PhD,80,Other,84,85,Assoc,5082.000
5231,M,PhD,80,Other,84,86,Assoc,5917.000
5232,M,PhD,80,Other,84,87,Assoc,6214.000
5233,M,PhD,80,Other,84,88,Assoc,6675.000
5234,M,PhD,80,Other,84,89,Assoc,7349.000
5235,M,PhD,80,Other,84,90,Assoc,8029.000
5236,M,PhD,80,Other,84,91,Full,8896.000
5237,M,PhD,80,Other,84,92,Full,9420.000
5238,M,PhD,80,Other,84,93,Full,9974.000
5239,M,PhD,80,Other,84,94,Full,9974.000
5240,M,PhD,80,Other,84,95,Full,10293.000
5241,F,PhD,94,Other,94,94,Assist,4353.000
5242,F,PhD,94,Other,94,95,Assist,4416.000
5243,M,PhD,80,Other,85,85,Assist,3337.000
5244,M,PhD,80,Other,85,86,Assist,3437.000
5245,M,PhD,80,Other,85,87,Assist,3610.000
5246,M,PhD,80,Other,85,88,Assist,3662.000
5247,M,PhD,80,Other,85,89,Assist,3918.000
5248,M,PhD,80,Other,85,90,Assist,4160.000
5249,M,PhD,80,Other,85,91,Assoc,4480.000
5250,M,PhD,80,Other,85,92,Assoc,4676.000
5251,M,PhD,80,Other,85,93,Assoc,4812.000
5252,M,PhD,80,Other,85,94,Assoc,4812.000
5253,M,PhD,80,Other,85,95,Assoc,5168.000
5254,M,PhD,85,Other,85,85,Assist,2504.000
5255,M,PhD,85,Other,85,86,Assist,2580.000
5256,M,PhD,85,Other,85,87,Assist,2710.000
5257,M,PhD,85,Other,85,88,Assist,2788.000
5258,M,PhD,85,Other,85,89,Assist,3025.000
5259,M,PhD,85,Other,85,90,Assist,3306.000
5260,M,PhD,85,Other,85,91,Assoc,3559.000
5261,M,PhD,85,Other,85,92,Assoc,5054.000
5262,M,PhD,85,Other,85,93,Assoc,5187.000
5263,M,PhD,85,Other,85,94,Assoc,5437.000
5264,M,PhD,85,Other,85,95,Assoc,5395.000
5265,F,PhD,85,Other,86,86,Assist,3066.000
5266,F,PhD,85,Other,86,87,Assist,3220.000
5267,F,PhD,85,Other,86,88,Assist,3361.000
5268,F,PhD,85,Other,86,89,Assist,3648.000
5269,F,PhD,85,Other,86,90,Assoc,4160.000
5270,F,PhD,85,Other,86,91,Assoc,4416.000
5271,F,PhD,85,Other,86,92,Assoc,4676.000
5272,F,PhD,85,Other,86,93,Assoc,4812.000
5273,F,PhD,85,Other,86,94,Assoc,4812.000
5274,F,PhD,85,Other,86,95,Assoc,5095.000
5275,M,PhD,94,Arts,94,94,Assist,3774.000
5276,M,PhD,94,Arts,94,95,Assist,3939.000
5277,M,PhD,61,Prof,61,76,Full,2810.000
5278,M,PhD,61,Prof,61,77,Full,3066.000
5279,M,PhD,61,Prof,61,78,Full,3202.000
5280,M,PhD,61,Prof,61,80,Full,3801.000
5281,M,PhD,61,Prof,61,81,Full,4235.000
5282,M,PhD,61,Prof,61,82,Full,4421.000
5283,M,PhD,61,Prof,61,83,Full,4732.000
5284,M,PhD,61,Prof,61,84,Full,4981.000
5285,M,PhD,61,Prof,61,85,Full,4981.000
5286,M,PhD,61,Prof,61,86,Full,5833.000
5287,M,PhD,61,Prof,61,87,Full,6126.000
5288,M,PhD,61,Prof,61,88,Full,6304.000
5289,M,PhD,61,Prof,61,89,Full,6745.000
5290,M,PhD,61,Prof,61,90,Full,7915.000
5291,M,PhD,61,Prof,61,91,Full,8283.000
5292,M,PhD,61,Prof,61,92,Full,8523.000
5293,M,PhD,61,Prof,61,93,Full,8770.000
5294,M,PhD,61,Prof,61,94,Full,8770.000
5295,M,PhD,61,Prof,61,95,Full,8896.000
5296,M,PhD,72,Other,95,95,Full,13000.000
5297,M,PhD,77,Prof,77,77,Assist,1667.000
5298,M,PhD,77,Prof,77,78,Assist,1866.000
5299,M,PhD,77,Prof,77,79,Assist,2079.000
5300,M,PhD,77,Prof,77,80,Assist,2333.000
5301,M,PhD,77,Prof,77,81,Assist,2680.000
5302,M,PhD,77,Prof,77,82,Assoc,3005.000
5303,M,PhD,77,Prof,77,83,Assoc,3455.000
5304,M,PhD,77,Prof,77,84,Assoc,4135.000
5305,M,PhD,77,Prof,77,85,Assoc,4135.000
5306,M,PhD,77,Prof,77,86,Assoc,4844.000
5307,M,PhD,77,Prof,77,87,Assoc,5087.000
5308,M,PhD,77,Prof,77,88,Assoc,5387.000
5309,M,PhD,77,Prof,77,89,Assoc,6016.000
5310,M,PhD,77,Prof,77,90,Full,6826.866
5311,M,PhD,77,Prof,77,91,Full,7180.000
5312,M,PhD,77,Prof,77,92,Full,7494.000
5313,M,PhD,77,Prof,77,93,Full,7712.000
5314,M,PhD,77,Prof,77,94,Full,7712.000
5315,M,PhD,77,Prof,77,95,Full,8049.000
5316,M,PhD,67,Prof,78,78,Assist,2167.000
5317,M,PhD,67,Prof,78,79,Assist,2375.000
5318,M,PhD,67,Prof,78,80,Assist,2555.000
5319,M,PhD,67,Prof,78,81,Assist,2794.000
5320,M,PhD,67,Prof,78,82,Assist,2794.000
5321,M,PhD,67,Prof,78,83,Assist,2948.000
5322,M,PhD,67,Prof,78,84,Assoc,3194.000
5323,M,PhD,67,Prof,78,85,Assoc,3194.000
5324,M,PhD,67,Prof,78,86,Assoc,3688.000
5325,M,PhD,67,Prof,78,87,Assoc,3873.000
5326,M,PhD,67,Prof,78,88,Assoc,3986.000
